tool_id,name,type,material,diameter,shank_diameter,cutting_length,overall_length,flute_count,helix_angle,coating,workpiece_materials,center_cutting,price_usd,manufacturer,max_depth_of_cut,max_rpm,speed_feed_link,image_link,product_link
03-1866,"12mm Dia. Carbide End Mill, 5 Flute, AlTiN Coated, 12mm Weldon Shank x 48mm LOC, 0.5mm Radius, HTM",end_mill,carbide,304.8,304.8,1219.2,2540.0,5,45.0,AlTiN,"['High Temp Alloys', 'Stainless Steel']",True,63.95,Haas,609.6,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-1863%20to%2003-1868)%20End%20Mills,%20HTM,%20Speeds%20and%20Feeds,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-1866/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-1866.html
03-1867,"16mm Dia. Carbide End Mill, 5 Flute, AlTiN Coated, 16mm Weldon Shank x 64mm LOC, 0.5mm Radius, HTM",end_mill,carbide,406.4,406.4,1625.6,3175.0,5,45.0,AlTiN,"['High Temp Alloys', 'Stainless Steel']",True,81.95,Haas,812.8,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-1863%20to%2003-1868)%20End%20Mills,%20HTM,%20Speeds%20and%20Feeds,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-1867/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-1867.html
03-1868,"20mm Dia. Carbide End Mill, 5 Flute, AlTiN Coated, 20mm Weldon Shank x 80mm LOC, 0.5mm Radius, HTM",end_mill,carbide,508.0,508.0,2032.0,3810.0,5,45.0,AlTiN,"['High Temp Alloys', 'Stainless Steel']",True,134.95,Haas,1016.0,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-1863%20to%2003-1868)%20End%20Mills,%20HTM,%20Speeds%20and%20Feeds,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-1868/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-1868.html
03-1921,"1/8"" Dia. Carbide End Mill, 3 Flute, DLC Coated, 1/8"" Smooth Shank x 3/8"" LOC, 0.01"" Radius, HSAM2",end_mill,carbide,3.17,3.17,9.52,38.1,3,37.0,DLC,['Aluminum'],True,23.95,Haas,4.76,25000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-1921%20to%2003-1933)%20End%20Mills,%20HSAM2,%20Speeds%20and%20Feeds.pdf",/content/dam/haascnc/ecommerce/03-1921/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-1921.html
03-1922,"3/16"" Dia. Carbide End Mill, 3 Flute, DLC Coated, 3/16"" Smooth Shank x 9/16"" LOC, 0.01"" Radius, HSAM2",end_mill,carbide,4.76,4.76,14.3,50.8,3,37.0,DLC,['Aluminum'],True,21.95,Haas,7.15,25000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-1921%20to%2003-1933)%20End%20Mills,%20HSAM2,%20Speeds%20and%20Feeds.pdf",/content/dam/haascnc/ecommerce/03-1922/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-1922.html
03-1923,"1/4"" Dia. Carbide End Mill, 3 Flute, DLC Coated, 1/4"" Smooth Shank x 5/8"" LOC, 0.01"" Radius, HSAM2",end_mill,carbide,6.35,6.35,15.88,63.5,3,37.0,DLC,['Aluminum'],True,28.95,Haas,7.94,18000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-1921%20to%2003-1933)%20End%20Mills,%20HSAM2,%20Speeds%20and%20Feeds.pdf",/content/dam/haascnc/ecommerce/03-1923/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-1923.html
03-1924,"1/4"" Dia. Carbide End Mill, 3 Flute, DLC Coated, 1/4"" Smooth Shank x 5/8"" LOC, 0.03"" Radius, HSAM2",end_mill,carbide,6.35,6.35,15.88,63.5,3,37.0,DLC,['Aluminum'],True,28.95,Haas,7.94,18000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-1921%20to%2003-1933)%20End%20Mills,%20HSAM2,%20Speeds%20and%20Feeds.pdf",/content/dam/haascnc/ecommerce/03-1924/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-1924.html
03-1925,"3/8"" Dia. Carbide End Mill, 3 Flute, DLC Coated, 3/8"" Smooth Shank x 1"" LOC, 0.01"" Radius, HSAM2",end_mill,carbide,9.52,9.52,25.4,63.5,3,37.0,DLC,['Aluminum'],True,32.95,Haas,12.7,18000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-1921%20to%2003-1933)%20End%20Mills,%20HSAM2,%20Speeds%20and%20Feeds.pdf",/content/dam/haascnc/ecommerce/03-1925/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-1925.html
03-1926,"3/8"" Dia. Carbide End Mill, 3 Flute, DLC Coated, 3/8"" Smooth Shank x 1"" LOC, 0.03"" Radius, HSAM2",end_mill,carbide,9.52,9.52,25.4,63.5,3,37.0,DLC,['Aluminum'],True,32.95,Haas,12.7,18000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-1921%20to%2003-1933)%20End%20Mills,%20HSAM2,%20Speeds%20and%20Feeds.pdf",/content/dam/haascnc/ecommerce/03-1926/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-1926.html
03-1927,"1/2"" Dia. Carbide End Mill, 3 Flute, DLC Coated, 1/2"" Smooth Shank x 1-1/4"" LOC, 0.03"" Radius, HSAM2",end_mill,carbide,12.7,12.7,31.75,76.2,3,37.0,DLC,['Aluminum'],True,72.95,Haas,15.88,15000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-1921%20to%2003-1933)%20End%20Mills,%20HSAM2,%20Speeds%20and%20Feeds.pdf",/content/dam/haascnc/ecommerce/03-1927/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-1927.html
03-1928,"1/2"" Dia. Carbide End Mill, 3 Flute, DLC Coated, 1/2"" Smooth Shank x 1-1/4"" LOC, 0.06"" Radius, HSAM2",end_mill,carbide,12.7,12.7,31.75,76.2,3,37.0,DLC,['Aluminum'],True,72.95,Haas,15.88,15000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-1921%20to%2003-1933)%20End%20Mills,%20HSAM2,%20Speeds%20and%20Feeds.pdf",/content/dam/haascnc/ecommerce/03-1928/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-1928.html
03-1929,"5/8"" Dia. Carbide End Mill, 3 Flute, DLC Coated, 5/8"" Smooth Shank x 1-5/8"" LOC, 0.06"" Radius, HSAM2",end_mill,carbide,15.88,15.88,41.27,88.9,3,37.0,DLC,['Aluminum'],True,109.95,Haas,20.64,15000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-1921%20to%2003-1933)%20End%20Mills,%20HSAM2,%20Speeds%20and%20Feeds.pdf",/content/dam/haascnc/ecommerce/03-1929/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-1929.html
03-1930,"3/4"" Dia. Carbide End Mill, 3 Flute, DLC Coated, 3/4"" Smooth Shank x 1-5/8"" LOC, 0.03"" Radius, HSAM2",end_mill,carbide,19.05,19.05,41.27,101.6,3,37.0,DLC,['Aluminum'],True,134.95,Haas,20.64,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-1921%20to%2003-1933)%20End%20Mills,%20HSAM2,%20Speeds%20and%20Feeds.pdf",/content/dam/haascnc/ecommerce/03-1930/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-1930.html
03-1931,"3/4"" Dia. Carbide End Mill, 3 Flute, DLC Coated, 3/4"" Smooth Shank x 1-5/8"" LOC, 0.06"" Radius, HSAM2",end_mill,carbide,19.05,19.05,41.27,101.6,3,37.0,DLC,['Aluminum'],True,134.95,Haas,20.64,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-1921%20to%2003-1933)%20End%20Mills,%20HSAM2,%20Speeds%20and%20Feeds.pdf",/content/dam/haascnc/ecommerce/03-1931/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-1931.html
03-1932,"1"" Dia. Carbide End Mill, 3 Flute, DLC Coated, 1"" Smooth Shank x 2"" LOC, 0.03"" Radius, HSAM2",end_mill,carbide,25.4,25.4,50.8,127.0,3,37.0,DLC,['Aluminum'],True,208.95,Haas,25.4,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-1921%20to%2003-1933)%20End%20Mills,%20HSAM2,%20Speeds%20and%20Feeds.pdf",/content/dam/haascnc/ecommerce/03-1932/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-1932.html
03-1933,"1"" Dia. Carbide End Mill, 3 Flute, DLC Coated, 1"" Smooth Shank x 2"" LOC, 0.06"" Radius, HSAM2",end_mill,carbide,25.4,25.4,50.8,127.0,3,37.0,DLC,['Aluminum'],True,219.95,Haas,25.4,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-1921%20to%2003-1933)%20End%20Mills,%20HSAM2,%20Speeds%20and%20Feeds.pdf",/content/dam/haascnc/ecommerce/03-1933/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-1933.html
03-1934,"3mm Dia. Carbide End Mill, 3 Flute, DLC Coated, 3mm Smooth Shank x 10mm LOC, 0.3mm Radius, HSAM2",end_mill,carbide,76.2,76.2,254.0,1320.8,3,37.0,DLC,['Aluminum'],True,18.95,Haas,127.0,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-1934%20to%2003-1946)%20End%20Mills,%20HSAM2,%20Speeds%20and%20Feeds,%20Side%20Cutting,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-1934/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-1934.html
03-1935,"4mm Dia. Carbide End Mill, 3 Flute, DLC Coated, 4mm Smooth Shank x 13mm LOC, 0.3mm Radius, HSAM2",end_mill,carbide,101.6,101.6,330.2,1422.4,3,37.0,DLC,['Aluminum'],True,21.95,Haas,165.1,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-1934%20to%2003-1946)%20End%20Mills,%20HSAM2,%20Speeds%20and%20Feeds,%20Side%20Cutting,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-1935/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-1935.html
03-1936,"5mm Dia. Carbide End Mill, 3 Flute, DLC Coated, 5mm Smooth Shank x 15mm LOC, 0.3mm Radius, HSAM2",end_mill,carbide,127.0,127.0,381.0,1473.2,3,37.0,DLC,['Aluminum'],True,21.95,Haas,190.5,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-1934%20to%2003-1946)%20End%20Mills,%20HSAM2,%20Speeds%20and%20Feeds,%20Side%20Cutting,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-1936/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-1936.html
03-1937,"6mm Dia. Carbide End Mill, 3 Flute, DLC Coated, 6mm Smooth Shank x 18mm LOC, 0.5mm Radius, HSAM2",end_mill,carbide,152.4,152.4,457.2,1574.8,3,37.0,DLC,['Aluminum'],True,24.95,Haas,228.6,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-1934%20to%2003-1946)%20End%20Mills,%20HSAM2,%20Speeds%20and%20Feeds,%20Side%20Cutting,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-1937/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-1937.html
03-1938,"6mm Dia. Carbide End Mill, 3 Flute, DLC Coated, 6mm Smooth Shank x 18mm LOC, 1mm Radius, HSAM2",end_mill,carbide,152.4,152.4,457.2,1574.8,3,37.0,DLC,['Aluminum'],True,24.95,Haas,228.6,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-1934%20to%2003-1946)%20End%20Mills,%20HSAM2,%20Speeds%20and%20Feeds,%20Side%20Cutting,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-1938/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-1938.html
03-1939,"8mm Dia. Carbide End Mill, 3 Flute, DLC Coated, 8mm Smooth Shank x 24mm LOC, 0.8mm Radius, HSAM2",end_mill,carbide,203.2,203.2,609.6,1727.2,3,37.0,DLC,['Aluminum'],True,31.95,Haas,304.8,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-1934%20to%2003-1946)%20End%20Mills,%20HSAM2,%20Speeds%20and%20Feeds,%20Side%20Cutting,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-1939/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-1939.html
03-1940,"10mm Dia. Carbide End Mill, 3 Flute, DLC Coated, 10mm Smooth Shank x 30mm LOC, 0.5mm Radius, HSAM2",end_mill,carbide,254.0,254.0,762.0,2032.0,3,37.0,DLC,['Aluminum'],True,37.95,Haas,381.0,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-1934%20to%2003-1946)%20End%20Mills,%20HSAM2,%20Speeds%20and%20Feeds,%20Side%20Cutting,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-1940/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-1940.html
03-1941,"10mm Dia. Carbide End Mill, 3 Flute, DLC Coated, 10mm Smooth Shank x 30mm LOC, 1mm Radius, HSAM2",end_mill,carbide,254.0,254.0,762.0,2032.0,3,37.0,DLC,['Aluminum'],True,37.95,Haas,381.0,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-1934%20to%2003-1946)%20End%20Mills,%20HSAM2,%20Speeds%20and%20Feeds,%20Side%20Cutting,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-1941/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-1941.html
03-1942,"12mm Dia. Carbide End Mill, 3 Flute, DLC Coated, 12mm Smooth Shank x 36mm LOC, 0.8mm Radius, HSAM2",end_mill,carbide,304.8,304.8,914.4,2336.8,3,37.0,DLC,['Aluminum'],True,70.95,Haas,457.2,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-1934%20to%2003-1946)%20End%20Mills,%20HSAM2,%20Speeds%20and%20Feeds,%20Side%20Cutting,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-1942/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-1942.html
03-1943,"12mm Dia. Carbide End Mill, 3 Flute, DLC Coated, 12mm Smooth Shank x 36mm LOC, 1.5mm Radius, HSAM2",end_mill,carbide,304.8,304.8,914.4,2336.8,3,37.0,DLC,['Aluminum'],True,70.95,Haas,457.2,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-1934%20to%2003-1946)%20End%20Mills,%20HSAM2,%20Speeds%20and%20Feeds,%20Side%20Cutting,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-1943/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-1943.html
03-1944,"16mm Dia. Carbide End Mill, 3 Flute, DLC Coated, 16mm Smooth Shank x 48mm LOC, 1.5mm Radius, HSAM2",end_mill,carbide,406.4,406.4,1219.2,2743.2,3,37.0,DLC,['Aluminum'],True,119.95,Haas,609.6,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-1934%20to%2003-1946)%20End%20Mills,%20HSAM2,%20Speeds%20and%20Feeds,%20Side%20Cutting,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-1944/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-1944.html
03-1945,"20mm Dia. Carbide End Mill, 3 Flute, DLC Coated, 20mm Smooth Shank x 60mm LOC, 1mm Radius, HSAM2",end_mill,carbide,508.0,508.0,1524.0,3175.0,3,37.0,DLC,['Aluminum'],True,154.95,Haas,762.0,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-1934%20to%2003-1946)%20End%20Mills,%20HSAM2,%20Speeds%20and%20Feeds,%20Side%20Cutting,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-1945/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-1945.html
03-1946,"20mm Dia. Carbide End Mill, 3 Flute, DLC Coated, 20mm Smooth Shank x 60mm LOC, 2mm Radius, HSAM2",end_mill,carbide,508.0,508.0,1524.0,3175.0,3,37.0,DLC,['Aluminum'],True,154.95,Haas,762.0,10000,"https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/(03-1934%20to%2003-1946)%20End%20Mills,%20HSAM2,%20Speeds%20and%20Feeds,%20Side%20Cutting,%20Metric.pdf",/content/dam/haascnc/ecommerce/03-1946/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-1946.html
03-2053,"1/4"" Dia. HSS End Mill, 2 Flute, Uncoated, 3/8"" Smooth Shank x 5/8"" LOC, Square Profile, HM2",end_mill,carbide,6.35,9.52,15.88,61.93,2,,Uncoated,['Aluminum'],True,9.95,Haas,7.94,18000,https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/Speeds%20and%20Feeds_03-2053%20to%2003-2076.pdf,/content/dam/haascnc/ecommerce/03-2053/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-2053.html
03-2056,"5/16"" Dia. HSS End Mill, 2 Flute, Uncoated, 3/8"" Smooth Shank x 3/4"" LOC, Square Profile, HM2",end_mill,carbide,7.94,9.52,19.05,63.5,2,,Uncoated,['Aluminum'],True,9.95,Haas,9.52,18000,https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/Speeds%20and%20Feeds_03-2053%20to%2003-2076.pdf,/content/dam/haascnc/ecommerce/03-2056/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-2056.html
03-2059,"3/8"" Dia. HSS End Mill, 2 Flute, Uncoated, 3/8"" Weldon Shank x 3/4"" LOC, Square Profile, HM2",end_mill,carbide,9.52,9.52,19.05,63.5,2,,Uncoated,['Aluminum'],True,9.95,Haas,9.52,18000,https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/Speeds%20and%20Feeds_03-2053%20to%2003-2076.pdf,/content/dam/haascnc/ecommerce/03-2059/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-2059.html
03-2062,"7/16"" Dia. HSS End Mill, 2 Flute, Uncoated, 3/8"" Weldon Shank x 1"" LOC, Square Profile, HM2",end_mill,carbide,11.11,9.52,25.4,68.28,2,,Uncoated,['Aluminum'],True,15.95,Haas,12.7,18000,https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/Speeds%20and%20Feeds_03-2053%20to%2003-2076.pdf,/content/dam/haascnc/ecommerce/03-2062/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-2062.html
03-2065,"1/2"" Dia. HSS End Mill, 2 Flute, Uncoated, 1/2"" Weldon Shank x 1-1/4"" LOC, Square Profile, HM2",end_mill,carbide,12.7,12.7,31.75,82.55,2,,Uncoated,['Aluminum'],True,15.95,Haas,15.88,15000,https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/Speeds%20and%20Feeds_03-2053%20to%2003-2076.pdf,/content/dam/haascnc/ecommerce/03-2065/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-2065.html
03-2066,"9/16"" Dia. HSS End Mill, 2 Flute, Uncoated, 1/2"" Weldon Shank x 1-3/8"" LOC, Square Profile, HM2",end_mill,carbide,14.29,12.7,34.92,85.72,2,,Uncoated,['Aluminum'],True,23.95,Haas,17.46,15000,https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/Speeds%20and%20Feeds_03-2053%20to%2003-2076.pdf,/content/dam/haascnc/ecommerce/03-2066/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-2066.html
03-2067,"5/8"" Dia. HSS End Mill, 2 Flute, Uncoated, 5/8"" Weldon Shank x 1-5/8"" LOC, Square Profile, HM2",end_mill,carbide,15.88,15.88,41.27,95.25,2,,Uncoated,['Aluminum'],True,27.95,Haas,20.64,15000,https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/Speeds%20and%20Feeds_03-2053%20to%2003-2076.pdf,/content/dam/haascnc/ecommerce/03-2067/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-2067.html
03-2068,"1"" Dia. HSS End Mill, 2 Flute, Uncoated, 1"" Weldon Shank x 2"" LOC, Square Profile, HM2",end_mill,carbide,25.4,25.4,50.8,114.3,2,,Uncoated,['Aluminum'],True,52.95,Haas,25.4,10000,https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/Speeds%20and%20Feeds_03-2053%20to%2003-2076.pdf,/content/dam/haascnc/ecommerce/03-2068/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-2068.html
03-2069,"1/4"" Dia. HSS End Mill, 2 Flute, Uncoated, 3/8"" Weldon Shank x 1-1/4"" LOC, Square Profile, HM2",end_mill,carbide,6.35,9.52,31.75,77.8,2,,Uncoated,['Aluminum'],True,12.95,Haas,15.88,18000,https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/Speeds%20and%20Feeds_03-2053%20to%2003-2076.pdf,/content/dam/haascnc/ecommerce/03-2069/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-2069.html
03-2070,"5/16"" Dia. HSS End Mill, 2 Flute, Uncoated, 3/8"" Weldon Shank x 1-3/8"" LOC, Square Profile, HM2",end_mill,carbide,7.94,9.52,34.92,79.38,2,,Uncoated,['Aluminum'],True,12.95,Haas,17.46,18000,https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/Speeds%20and%20Feeds_03-2053%20to%2003-2076.pdf,/content/dam/haascnc/ecommerce/03-2070/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-2070.html
03-2071,"3/8"" Dia. HSS End Mill, 2 Flute, Uncoated, 3/8"" Weldon Shank x 1-1/2"" LOC, Square Profile, HM2",end_mill,carbide,9.52,9.52,38.1,82.55,2,,Uncoated,['Aluminum'],True,12.95,Haas,19.05,18000,https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/Speeds%20and%20Feeds_03-2053%20to%2003-2076.pdf,/content/dam/haascnc/ecommerce/03-2071/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-2071.html
03-2072,"1/2"" Dia. HSS End Mill, 2 Flute, Uncoated, 1/2"" Weldon Shank x 2"" LOC, Square Profile, HM2",end_mill,carbide,12.7,12.7,50.8,101.6,2,,Uncoated,['Aluminum'],True,19.95,Haas,25.4,15000,https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/Speeds%20and%20Feeds_03-2053%20to%2003-2076.pdf,/content/dam/haascnc/ecommerce/03-2072/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-2072.html
03-2073,"5/8"" Dia. HSS End Mill, 2 Flute, Uncoated, 5/8"" Weldon Shank x 2-1/2"" LOC, Square Profile, HM2",end_mill,carbide,15.88,15.88,63.5,117.47,2,,Uncoated,['Aluminum'],True,35.95,Haas,31.75,15000,https://www.haascnc.com/content/dam/haascnc/ecommerce-assets/linedrawings/milling/end_mills/speeds-and-feeds/Speeds%20and%20Feeds_03-2053%20to%2003-2076.pdf,/content/dam/haascnc/ecommerce/03-2073/hero.jpg/jcr:content/renditions/cq5dam.thumbnail.319.319.png,https://www.haascnc.com/haas-tooling/milling/end_mills/03-2073.html
